f1,precision,recall
0.0,0.0,0.0
0.0,0.0,0.0
0.038461538461538464,1.0,0.07407407407407407
0.024793388429752067,0.75,0.048
0.017094017094017096,1.0,0.033613445378151266
0.022222222222222223,1.0,0.04347826086956522
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.03225806451612903,1.0,0.0625
0.0,0.0,0.0
0.12121212121212122,1.0,0.21621621621621626
0.0,0.0,0.0
0.038461538461538464,1.0,0.07407407407407407
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.047619047619047616,1.0,0.0909090909090909
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.1,1.0,0.18181818181818182
0.0,0.0,0.0
0.0125,1.0,0.02469135802469136
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.07692307692307693,1.0,0.14285714285714288
0.0,0.0,0.0
0.0,0.0,0.0
0.08333333333333333,1.0,0.15384615384615385
0.05,1.0,0.09523809523809523
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.05555555555555555,1.0,0.10526315789473684
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.08333333333333333,1.0,0.15384615384615385
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.05,1.0,0.09523809523809523
0.0,0.0,0.0
0.039473684210526314,1.0,0.07594936708860758
0.0,0.0,0.0
0.0,0.0,0.0
0.017857142857142856,1.0,0.03508771929824561
0.05555555555555555,1.0,0.10526315789473684
0.0,0.0,0.0
0.0,0.0,0.0
0.014563106796116505,1.0,0.028708133971291867
0.05555555555555555,1.0,0.10526315789473684
0.0,0.0,0.0
0.027210884353741496,1.0,0.05298013245033112
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.016129032258064516,1.0,0.031746031746031744
0.03333333333333333,1.0,0.06451612903225806
0.0,0.0,0.0
0.12903225806451613,1.0,0.2285714285714286
0.0,0.0,0.0
0.07142857142857142,0.5,0.125
0.0,0.0,0.0
0.1,1.0,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.02127659574468085,0.6666666666666666,0.041237113402061855
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.03333333333333333,1.0,0.06451612903225806
0.07981220657276995,1.0,0.14782608695652175
0.0,0.0,0.0
0.047619047619047616,1.0,0.0909090909090909
0.0,0.0,0.0
0.04807692307692308,0.8333333333333334,0.09090909090909091
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.06666666666666667,1.0,0.125
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.1276595744680851,0.8571428571428571,0.2222222222222222
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.043478260869565216,1.0,0.08333333333333333
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.037037037037037035,1.0,0.07142857142857142
0.0,0.0,0.0
0.0,0.0,0.0
0.016129032258064516,1.0,0.031746031746031744
0.0,0.0,0.0
0.007042253521126761,1.0,0.013986013986013986
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.041666666666666664,1.0,0.07999999999999999
0.0,0.0,0.0
0.0,0.0,0.0
0.058823529411764705,1.0,0.1111111111111111
0.0,0.0,0.0
0.0,0.0,0.0
0.031496062992125984,1.0,0.06106870229007634
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.06896551724137931,0.6666666666666666,0.125
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.08333333333333333,1.0,0.15384615384615385
0.0,0.0,0.0
0.0,0.0,0.0
0.0784313725490196,1.0,0.14545454545454545
0.023255813953488372,1.0,0.04545454545454545
0.02040816326530612,1.0,0.039999999999999994
0.09090909090909091,1.0,0.16666666666666669
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.02857142857142857,1.0,0.05555555555555556
0.0,0.0,0.0
0.0,0.0,0.0
0.04,1.0,0.07692307692307693
0.05263157894736842,1.0,0.1
0.1,1.0,0.18181818181818182
0.058823529411764705,1.0,0.1111111111111111
0.03333333333333333,1.0,0.06451612903225806
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.011049723756906077,1.0,0.02185792349726776
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.023809523809523808,1.0,0.046511627906976744
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.07317073170731707,1.0,0.13636363636363635
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.1,1.0,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.030303030303030304,1.0,0.05882352941176471
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.1111111111111111,1.0,0.19999999999999998
0.0,0.0,0.0
0.0,0.0,0.0
0.013513513513513514,1.0,0.026666666666666665
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.125,1.0,0.2222222222222222
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.010309278350515464,1.0,0.020408163265306124
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.08695652173913043,0.8,0.1568627450980392
0.0,0.0,0.0
0.058823529411764705,1.0,0.1111111111111111
0.0,0.0,0.0
0.11764705882352941,1.0,0.21052631578947367
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
